"filename"	"text"	"span"	"code"
"caso_clinico_alergologia4"	"dependienta en una tienda"	"244 269"	"5223"
"caso_clinico_psiquiatria20"	"dependiente"	"1802 1813"	"5223"
"caso_clinico_psiquiatria20"	"dependiente"	"3110 3121"	"5223"
"caso_clinico_psiquiatria57"	"dependiente"	"72 83"	"5223"
"caso_clinico_psiquiatria34"	"vendedor en el negocio familiar"	"1419 1450"	"5223"
"caso_clinico_psiquiatria151"	"dependienta"	"331 342"	"5223"
"caso_clinico_psiquiatria544"	"dependienta del local"	"2274 2295"	"5223"
"caso_clinico_psiquiatria150"	"comienza a trabajar en una tienda de dependienta"	"1096 1144"	"5223"
"caso_clinico_psiquiatria166"	"dependienta"	"668 679"	"5223"
"caso_clinico_psiquiatria540"	"dependienta"	"511 522"	"5223"
"casos_clinicos_profesiones28"	"vendedor"	"18 26"	"5223"
"casos_clinicos_profesiones42"	"vendedora en un comercio pequeño"	"139 171"	"5223"
"casos_clinicos_profesiones42"	"vendedora"	"2464 2473"	"5223"
"casos_clinicos_profesiones74"	"En la tienda que trabaja"	"428 452"	"5223"
"casos_clinicos_infecciosas161"	"Trabajaba con su hermano en una tienda"	"286 324"	"5223"
"caso_clinico_neurologia291"	"dependienta en un comercio"	"1865 1891"	"5223"
"32631645_ES"	"dependiente"	"59 70"	"5223"
"cc_covid39"	"dependiente"	"86 97"	"5223"
"S0211-57352007000200017-1"	"dependienta"	"1037 1048"	"5223"
"caso_clinico_atencion_primaria73"	"dependiente"	"191 202"	"5223"
"caso_clinico_atencion_primaria174"	"dependiente"	"2559 2570"	"5223"
"caso_clinico_atencion_primaria174"	"dependiente"	"412 423"	"5223"
"caso_clinico_atencion_primaria188"	"dependiente"	"357 368"	"5223"
"caso_clinico_atencion_primaria109"	"dependiente"	"2367 2378"	"5223"
"caso_clinico_psiquiatria158"	"supervisora de sección"	"3744 3766"	"5222.1"
"caso_clinico_psiquiatria2"	"comerciante"	"122 133"	"5221"
"caso_clinico_psiquiatria303"	"comerciantes"	"154 166"	"5221"
"caso_clinico_medicina_interna1545"	"comerciante"	"20 31"	"5221"
"caso_clinico_radiologia991"	"Comerciante"	"146 157"	"5221"
"cc_onco1572"	"comerciante"	"1755 1766"	"5221"
"cc_onco385"	"Comerciante"	"194 205"	"5221"
"caso_clinico_psiquiatria116"	"prostituta"	"4515 4525"	"5169.3"
"caso_clinico_psiquiatria116"	"prostituta"	"6373 6383"	"5169.3"
"caso_clinico_psiquiatria298"	"se dedican a la prostitución"	"3977 4005"	"5169.3"
"caso_clinico_psiquiatria298"	"prostitutas"	"7383 7394"	"5169.3"
"caso_clinico_psiquiatria480"	"prostitución"	"1949 1961"	"5169.3"
"casos_clinicos_profesiones35"	"prostituta"	"1204 1214"	"5169.3"
"caso_clinico_psiquiatria19"	"profesor de autoescuela"	"3553 3576"	"5165.1"
"casos_clinicos_infecciosas127"	"profesor de autoescuela"	"949 972"	"5165.1"
"caso_clinico_psiquiatria29"	"cuidador de animales"	"6354 6374"	"5164.2"
"casos_clinicos_infecciosas139"	"cuidador de caballos y otros animales domésticos (perros"	"565 621"	"5164.2"
"casos_clinicos_infecciosas139"	"trabaja en contacto estrecho con otros animales, especialmente caballos"	"3727 3798"	"5164.2"
"caso_clinico_psiquiatria93"	"cuidadores de su hogar grupal"	"93 122"	"5162.1"
"caso_clinico_psiquiatria70"	"cuidadora"	"1688 1697"	"5162.1"
"caso_clinico_psiquiatria298"	"cuidadores"	"9117 9127"	"5162.1"
"caso_clinico_psiquiatria187"	"cuidadores"	"594 604"	"5162.1"
"caso_clinico_psiquiatria145"	"cuidador"	"3726 3734"	"5162.1"
"caso_clinico_psiquiatria507"	"cuidadora"	"1499 1508"	"5162.1"
"caso_clinico_psiquiatria363"	"cuidadora"	"2514 2523"	"5162.1"
"caso_clinico_psiquiatria300"	"cuidadores"	"1111 1121"	"5162.1"
"caso_clinico_psiquiatria302"	"cuidadora"	"5818 5827"	"5162.1"
"caso_clinico_psiquiatria294"	"cuidador"	"2663 2671"	"5162.1"
"caso_clinico_psiquiatria495"	"cuidadora del hogar"	"321 340"	"5162.1"
"caso_clinico_psiquiatria377"	"auxiliar de ayuda a domicilio"	"3626 3655"	"5162.1"
"caso_clinico_psiquiatria425"	"Trabaja en la asistencia de ancianos"	"11320 11356"	"5162.1"
"casos_clinicos_profesiones19"	"cuidador"	"2311 2319"	"5162.1"
"casos_clinicos_profesiones19"	"cuidador"	"2386 2394"	"5162.1"
"caso_clinico_medicina_interna1260"	"cuidadora de ancianos"	"383 404"	"5162.1"
"caso_clinico_medicina_interna843"	"Cuidadora de gente mayor"	"158 182"	"5162.1"
"32631645_ES"	"cuidadores"	"1445 1455"	"5162.1"
"32631645_ES"	"cuidadores"	"2309 2319"	"5162.1"
"cc_covid39"	"cuidadores"	"1475 1485"	"5162.1"
"cc_covid39"	"cuidadores"	"2340 2350"	"5162.1"
"cc_onco1132"	"cuidadora de ancianos"	"383 404"	"5162.1"
"caso_clinico_atencion_primaria73"	"cuidadoras"	"1539 1549"	"5162.1"
"caso_clinico_atencion_primaria158"	"cuidadoras"	"5053 5063"	"5162.1"
"caso_clinico_atencion_primaria6"	"cuidadora"	"4104 4113"	"5162.1"
"caso_clinico_atencion_primaria15"	"cuidadora"	"2326 2335"	"5162.1"
"caso_clinico_atencion_primaria15"	"cuidadora"	"2375 2384"	"5162.1"
"caso_clinico_atencion_primaria174"	"auxiliar a domicilio"	"2854 2874"	"5162.1"
"caso_clinico_atencion_primaria174"	"cuidadora"	"697 706"	"5162.1"
"caso_clinico_atencion_primaria174"	"cuidadora"	"723 732"	"5162.1"
"caso_clinico_atencion_primaria174"	"cuidadoras"	"673 683"	"5162.1"
"caso_clinico_atencion_primaria167"	"cuidadora"	"1730 1739"	"5162.1"
"caso_clinico_atencion_primaria32"	"cuidadora"	"2200 2209"	"5162.1"
"caso_clinico_atencion_primaria87"	"conserje de dos edificios"	"2519 2544"	"5153"
"caso_clinico_psiquiatria368"	"trabaja en ayuda domiciliaria"	"1613 1642"	"5152.2"
"casos_clinicos_profesiones66"	"esteticien"	"44 54"	"5142.1"
"caso_clinico_dermatologia478"	"esteticista"	"147 158"	"5142.1"
"caso_clinico_dermatologia457"	"esteticista"	"378 389"	"5142.1"
"caso_clinico_dermatologia465"	"esteticista"	"70 81"	"5142.1"
"caso_clinico_atencion_primaria185"	"esteticista"	"2596 2607"	"5142.1"
"caso_clinico_psiquiatria55"	"peluquera"	"304 313"	"5141.1"
"caso_clinico_psiquiatria302"	"peluquera"	"3745 3754"	"5141.1"
"casos_clinicos_profesiones59"	"peluquera"	"132 141"	"5141.1"
"caso_clinico_medicina_interna1506"	"peluquero"	"139 148"	"5141.1"
"casos_clinicos_infecciosas133"	"peluquera"	"368 377"	"5141.1"
"caso_clinico_dermatologia478"	"peluquera"	"135 144"	"5141.1"
"caso_clinico_atencion_primaria185"	"peluquera"	"2584 2593"	"5141.1"
"caso_clinico_psiquiatria27"	"camarero de un bar"	"600 618"	"5131.2"
"caso_clinico_psiquiatria27"	"había comenzado a trabajar en un bar"	"1089 1125"	"5131.2"
"caso_clinico_psiquiatria10"	"Camarero"	"241 249"	"5131.2"
"caso_clinico_psiquiatria33"	"camarero en alguna discoteca"	"229 257"	"5131.2"
"caso_clinico_psiquiatria50"	"camarero"	"1306 1314"	"5131.2"
"caso_clinico_psiquiatria54"	"camarera en un pub"	"648 666"	"5131.2"
"caso_clinico_psiquiatria111"	"Ha trabajado en diversos locales del sector de la hostelería"	"2309 2369"	"5131.2"
"caso_clinico_psiquiatria441"	"Ha trabajado en hostelería"	"826 852"	"5131.2"
"caso_clinico_psiquiatria379"	"ayuda en restaurante familiar"	"5222 5251"	"5131.2"
"caso_clinico_psiquiatria481"	"camarera"	"836 844"	"5131.2"
"caso_clinico_psiquiatria466"	"camarera"	"604 612"	"5131.2"
"caso_clinico_psiquiatria484"	"comienza a trabajar de nuevo en una cafetería"	"8211 8256"	"5131.2"
"caso_clinico_psiquiatria169"	"realiza trabajos temporales en bares"	"1331 1367"	"5131.2"
"caso_clinico_psiquiatria314"	"camarero"	"1937 1945"	"5131.2"
"caso_clinico_psiquiatria282"	"camarero"	"709 717"	"5131.2"
"casos_clinicos_profesiones97"	"trabaja en el restaurante"	"2386 2411"	"5131.2"
"casos_clinicos_profesiones70"	"camarera en un bar"	"404 422"	"5131.2"
"casos_clinicos_profesiones43"	"camarera en una confitería"	"897 923"	"5131.2"
"casos_clinicos_profesiones23"	"mesera en un restaurante"	"2412 2436"	"5131.2"
"caso_clinico_medicina_interna1493"	"camarero"	"527 535"	"5131.2"
"caso_clinico_medicina_interna1203"	"camarero"	"78 86"	"5131.2"
"caso_clinico_medicina_interna1390"	"camarera"	"577 585"	"5131.2"
"caso_clinico_medicina_interna1375"	"Camarera"	"159 167"	"5131.2"
"caso_clinico_medicina_interna633"	"camarera"	"144 152"	"5131.2"
"caso_clinico_neurologia253"	"camarera"	"576 584"	"5131.2"
"caso_clinico_neurologia324"	"camarera"	"753 761"	"5131.2"
"caso_clinico_dermatologia181"	"camarero"	"52 60"	"5131.2"
"cc_onco772"	"camarero"	"29 37"	"5131.2"
"cc_onco901"	"camarero"	"43 51"	"5131.2"
"cc_onco251"	"camarera"	"258 266"	"5131.2"
"caso_clinico_atencion_primaria185"	"camarera en una discoteca"	"2647 2672"	"5131.2"
"caso_clinico_alergologia2"	"Cocinera"	"387 395"	"5120.1"
"caso_clinico_psiquiatria527"	"cocinero"	"263 271"	"5120.1"
"caso_clinico_psiquiatria527"	"cocinero"	"1074 1082"	"5120.1"
"caso_clinico_psiquiatria527"	"cocinero de la Unidad"	"4055 4076"	"5120.1"
"casos_clinicos_profesiones97"	"Cocinero"	"137 145"	"5120.1"
"casos_clinicos_profesiones97"	"trabaja en la cocina de un restaurante"	"172 210"	"5120.1"
"casos_clinicos_profesiones47"	"cocinero"	"101 109"	"5120.1"
"cc_onco1695"	"cocinero"	"74 82"	"5120.1"
"cc_onco1088"	"cocinera"	"36 44"	"5120.1"
"cc_onco136"	"cocinera"	"67 75"	"5120.1"
"cc_onco251"	"cocinera"	"269 277"	"5120.1"
"caso_clinico_atencion_primaria32"	"cocinera"	"2177 2185"	"5120.1"
"S0211-57352007000200017-1"	"azafata"	"1028 1035"	"5111.2"
"casos_clinicos_infecciosas80"	"trabajador portuario"	"21 41"	"4323.11"
"casos_clinicos_infecciosas80"	"trabajador portuario"	"4601 4621"	"4323.11"
"caso_clinico_psiquiatria146"	"Transportista"	"1717 1730"	"4323"
"caso_clinico_medicina_interna1086"	"transportista de alimentos empaquetados"	"19 58"	"4323"
"caso_clinico_medicina_interna1536"	"transportista"	"90 103"	"4323"
"caso_clinico_radiologia864"	"fletero"	"121 128"	"4323"
"casos_clinicos_profesiones23"	"almacenero"	"2228 2238"	"4321.1"
"caso_clinico_psiquiatria13"	"técnico de una empresa"	"4851 4873"	"4312.2"
"caso_clinico_medicina_interna1500"	"recepcionista en un hotel"	"118 143"	"4226.2"
"caso_clinico_psiquiatria296"	"en Atención al Cliente"	"504 526"	"4225.1"
"32611659_ES"	"Trabajaba en el servicio de atención al cliente"	"842 889"	"4225.1"
"casos_clinicos_profesiones16"	"empleado de banca"	"149 166"	"4211.1"
"casos_clinicos_profesiones25"	"empleado en un banco"	"106 126"	"4211.1"
"casos_clinicos_profesiones25"	"comenzó a trabajar en un banco"	"2847 2877"	"4211.1"
"casos_clinicos_profesiones87"	"trabaja en el banco"	"1922 1941"	"4211.1"
"caso_clinico_psiquiatria116"	"secretaria"	"5289 5299"	"4120.1"
"caso_clinico_psiquiatria117"	"Secretaria"	"388 398"	"4120.1"
"caso_clinico_psiquiatria306"	"secretaria en un centro médico"	"1206 1236"	"4120.1"
"casos_clinicos_profesiones33"	"secretaria en el estudio de abogacía"	"62 98"	"4120.1"
"casos_clinicos_profesiones33"	"secretarias"	"2353 2364"	"4120.1"
"casos_clinicos_profesiones33"	"secretaria en una firma de abogados"	"2390 2425"	"4120.1"
"caso_clinico_psiquiatria507"	"actividad laboral en las oficinas de unos familiares"	"1078 1130"	"4110"
"caso_clinico_psiquiatria296"	"en una oficina de Correos"	"527 552"	"4110"
"caso_clinico_psiquiatria425"	"trabaja en una oficina de Farmacia"	"11442 11476"	"4110"
"caso_clinico_medicina_interna1308"	"Realiza un trabajo de oficina"	"1633 1662"	"4110"
"32593478_ES"	"oficinista"	"4276 4286"	"4110"
"caso_clinico_psiquiatria197"	"técnico de informática"	"18 40"	"3512.4"
"caso_clinico_psiquiatria435"	"Fotógrafa"	"315 324"	"3431.1"
"caso_clinico_psiquiatria441"	"monitores"	"2116 2125"	"3423.1"
"caso_clinico_psiquiatria441"	"monitora"	"3923 3931"	"3423.1"
"caso_clinico_psiquiatria442"	"monitora"	"1560 1568"	"3423.1"
"caso_clinico_psiquiatria442"	"monitora"	"2076 2084"	"3423.1"
"caso_clinico_psiquiatria423"	"monitor"	"13983 13990"	"3423.1"
"caso_clinico_psiquiatria458"	"monitoras"	"1970 1979"	"3423.1"
"caso_clinico_psiquiatria425"	"monitor de tiempo libre en un campamento de verano"	"781 831"	"3423.1"
"caso_clinico_psiquiatria425"	"monitor en el mismo campamento"	"1495 1525"	"3423.1"
"caso_clinico_psiquiatria425"	"trabajar en dicho campamento"	"1879 1907"	"3423.1"
"caso_clinico_psiquiatria425"	"monitor de tiempo libre"	"3455 3478"	"3423.1"
"S0211-57352007000200017-1"	"monitora de deporte"	"1050 1069"	"3422.5"
"caso_clinico_psiquiatria13"	"entrenador"	"1312 1322"	"3422.4"
"caso_clinico_endocrinologia155"	"boxeador profesional"	"21 41"	"3421.1"
"caso_clinico_psiquiatria375"	"deportista"	"807 817"	"3421.1"
"caso_clinico_psiquiatria374"	"Deportista de élite (sky"	"711 735"	"3421.1"
"casos_clinicos_profesiones1"	"deportista"	"502 512"	"3421.1"
"caso_clinico_medicina_interna1650"	"deportista profesional"	"35 57"	"3421.1"
"caso_clinico_medicina_interna647"	"deportista"	"73 83"	"3421.1"
"caso_clinico_medicina_interna538"	"deportista"	"17 27"	"3421.1"
"caso_clinico_medicina_interna61"	"deportista profesional"	"98 120"	"3421.1"
"caso_clinico_urgencias167"	"culturista"	"20 30"	"3421.1"
"S0376-78922015000400012-1"	"deportista profesional"	"424 446"	"3421.1"
"S0210-56912006000500007-1"	"alpinista profesional"	"403 424"	"3421.1"
"caso_clinico_atencion_primaria101"	"Deportista"	"415 425"	"3421.1"
"caso_clinico_atencion_primaria27"	"deportista"	"1883 1893"	"3421.1"
"caso_clinico_psiquiatria504"	"jugador de baloncesto"	"349 370"	"3421"
"caso_clinico_medicina_interna1446"	"atleta"	"70 76"	"3421"
"caso_clinico_medicina_interna1650"	"jugar al balonmano de forma profesional"	"3151 3190"	"3421"
"caso_clinico_medicina_interna1650"	"jugador de balonmano"	"63 83"	"3421"
"S0376-78922015000400012-1"	"jugador de fútbol"	"448 465"	"3421"
"cc_onco686"	"atleta"	"363 369"	"3421"
"casos_clinicos_profesiones62"	"monja"	"26 31"	"3413.1"
"caso_clinico_medicina_interna1552"	"monja"	"645 650"	"3413.1"
"caso_clinico_psiquiatria9"	"tutor"	"2574 2579"	"3412.2"
"caso_clinico_psiquiatria9"	"tutora"	"2585 2591"	"3412.2"
"caso_clinico_psiquiatria17"	"tutores"	"2186 2193"	"3412.2"
"caso_clinico_psiquiatria467"	"tutora"	"1602 1608"	"3412.2"
"caso_clinico_psiquiatria318"	"agente 008"	"2364 2374"	"3411.8"
"casos_clinicos_profesiones89"	"director del hospital"	"2277 2298"	"3344.3"
"caso_clinico_psiquiatria127"	"trabajo administrativo en una fábrica de comida para perros"	"659 718"	"3343.1"
"caso_clinico_psiquiatria129"	"auxiliar administrativa"	"19 42"	"3343.1"
"caso_clinico_psiquiatria109"	"administrativo en una empresa"	"485 514"	"3343.1"
"caso_clinico_psiquiatria13"	"administrativa"	"5027 5041"	"3343.1"
"caso_clinico_psiquiatria89"	"administrativo en una empresa de transporte"	"401 444"	"3343.1"
"caso_clinico_psiquiatria364"	"administrativo"	"3650 3664"	"3343.1"
"caso_clinico_psiquiatria404"	"administrativa"	"240 254"	"3343.1"
"caso_clinico_psiquiatria196"	"auxiliar administrativo"	"2259 2282"	"3343.1"
"caso_clinico_psiquiatria393"	"administrativa"	"2265 2279"	"3343.1"
"caso_clinico_psiquiatria160"	"Administrativa en una gestoría"	"19 49"	"3343.1"
"caso_clinico_psiquiatria162"	"administrativa en un organismo oficial"	"134 172"	"3343.1"
"caso_clinico_psiquiatria297"	"administrativa durante 20 años en un Ministerio"	"613 660"	"3343.1"
"casos_clinicos_profesiones2"	"Administrativo"	"56 70"	"3343.1"
"casos_clinicos_profesiones14"	"administrativa"	"318 332"	"3343.1"
"caso_clinico_medicina_interna1629"	"administrativo en una empresa"	"308 337"	"3343.1"
"caso_clinico_medicina_interna1600"	"administrativa en una empresa"	"348 377"	"3343.1"
"caso_clinico_medicina_interna1234"	"administrativa"	"156 170"	"3343.1"
"caso_clinico_medicina_interna337"	"auxiliar administrativa"	"247 270"	"3343.1"
"casos_clinicos_infecciosas44"	"Administrativa"	"511 525"	"3343.1"
"caso_clinico_radiologia916"	"Ocupación: trabajo administrativo"	"240 273"	"3343.1"
"caso_clinico_neurologia140"	"administrativo"	"560 574"	"3343.1"
"caso_clinico_urologia408"	"trabajador en labores administrativas en una minera"	"42 93"	"3343.1"
"caso_clinico_dermatologia474"	"administrativo en una empresa"	"1157 1186"	"3343.1"
"caso_clinico_dermatologia622"	"administrativa"	"1800 1814"	"3343.1"
"S1132-62552015000100006-1"	"auxiliar administrativo"	"578 601"	"3343.1"
"cc_onco448"	"administrativo"	"28 42"	"3343.1"
"cc_onco1021"	"administrativa"	"28 42"	"3343.1"
"cc_onco431"	"administrativo"	"127 141"	"3343.1"
"cc_onco969"	"administrativo"	"82 96"	"3343.1"
"cc_onco681"	"administrativa en una empresa"	"129 158"	"3343.1"
"cc_onco824"	"auxiliar administrativo"	"567 590"	"3343.1"
"cc_onco962"	"administrativa"	"345 359"	"3343.1"
"cc_onco229"	"profesional en administración y finanzas"	"28 68"	"3343.1"
"cc_onco229"	"profesional en administración"	"28 57"	"3343.1"
"cc_onco746"	"administrativa"	"108 122"	"3343.1"
"cc_onco889"	"administrativo"	"94 108"	"3343.1"
"cc_onco968"	"administrativa"	"55 69"	"3343.1"
"cc_onco657"	"Administrativa"	"822 836"	"3343.1"
"caso_clinico_atencion_primaria99"	"administrativo"	"2067 2081"	"3343.1"
"caso_clinico_atencion_primaria201"	"administrativa en un banco"	"1375 1401"	"3343.1"
"caso_clinico_atencion_primaria49"	"auxiliar administrativa"	"3287 3310"	"3343.1"
"S1130-01082009000600010-1"	"auxiliar en el despacho de un notario"	"556 593"	"3342.2"
"caso_clinico_medicina_interna673"	"manager de artistas musicales"	"102 131"	"3339.8"
"caso_clinico_psiquiatria303"	"autoridades aduaneras"	"3509 3530"	"3331.1"
"caso_clinico_psiquiatria11"	"comercial de una empresa de telefonía"	"290 327"	"3322.1"
"caso_clinico_psiquiatria119"	"agente comercial"	"966 982"	"3322.1"
"caso_clinico_psiquiatria296"	"comercial"	"559 568"	"3322.1"
"caso_clinico_psiquiatria296"	"comercial"	"12598 12607"	"3322.1"
"casos_clinicos_profesiones78"	"Comercial de empresa de equipamiento para laboratorios"	"56 110"	"3322.1"
"cc_onco261"	"comercial de material electrónico"	"170 203"	"3322.1"
"cc_onco1856"	"comercial"	"390 399"	"3322.1"
"cc_onco107"	"dedicado a labores comerciales"	"71 101"	"3322.1"
"caso_clinico_psiquiatria51"	"Agente de seguros"	"199 216"	"3321.1"
"cc_onco963"	"Trabajó en una agencia de seguros"	"98 131"	"3321.1"
"caso_clinico_psiquiatria508"	"auxiliar de clínica"	"119 138"	"3256.1"
"caso_clinico_psiquiatria317"	"auxiliar de geriatría"	"402 423"	"3256.1"
"caso_clinico_psiquiatria317"	"auxiliar de geriatría"	"3615 3636"	"3256.1"
"caso_clinico_psiquiatria186"	"auxiliar de geriatría"	"692 713"	"3256.1"
"caso_clinico_psiquiatria184"	"comenzó a trabajar en una residencia de ancianos"	"181 229"	"3256.1"
"caso_clinico_psiquiatria529"	"auxiliar de clínica en una residencia"	"400 437"	"3256.1"
"caso_clinico_psiquiatria198"	"óptico"	"833 839"	"3254.1"
"caso_clinico_psiquiatria545"	"auxiliar de veterinaria"	"1582 1605"	"3240.2"
"caso_clinico_atencion_primaria162"	"protésico dental"	"1209 1225"	"3214.2"
"caso_clinico_atencion_primaria161"	"protésico dental"	"1209 1225"	"3214.2"
"caso_clinico_medicina_interna1513"	"Auxiliar de farmacia"	"249 269"	"3213.1"
"caso_clinico_psiquiatria469"	"técnico de laboratorio"	"395 417"	"3212"
"caso_clinico_psiquiatria469"	"técnico de laboratorio"	"2637 2659"	"3212"
"casos_clinicos_profesiones88"	"Trabaja en el laboratorio de control de calidad"	"380 427"	"3212"
"casos_clinicos_profesiones88"	"volvió al laboratorio de control de calidad"	"3446 3489"	"3212"
"caso_clinico_neurologia173"	"trabajo en un laboratorio veterinario"	"131 168"	"3212"
"cc_onco723"	"técnico de laboratorio"	"44 66"	"3212"
"caso_clinico_atencion_primaria68"	"trabajaba como marino mercante"	"2108 2138"	"3152.3"
"caso_clinico_medicina_interna793"	"Trabaja en cadena de montaje"	"1081 1109"	"3139.1"
"cc_onco739"	"trabajó en la metalurgia"	"215 239"	"3117.3"
"caso_clinico_alergologia3"	"operario de la industria química"	"37 69"	"3116"
"S0716-10182010000200012-1"	"folclorista"	"534 545"	"2659"
"casos_clinicos_profesiones29"	"conductor de televisión"	"1986 2009"	"2656.3"
"caso_clinico_psiquiatria122"	"locutores"	"1185 1194"	"2656"
"caso_clinico_psiquiatria223"	"actores"	"2563 2570"	"2655.1"
"caso_clinico_psiquiatria223"	"actores"	"3324 3331"	"2655.1"
"caso_clinico_psiquiatria210"	"actores"	"1608 1615"	"2655.1"
"caso_clinico_psiquiatria210"	"actores"	"1706 1713"	"2655.1"
"caso_clinico_psiquiatria330"	"actores"	"268 275"	"2655.1"
"caso_clinico_psiquiatria386"	"actor"	"2951 2956"	"2655.1"
"caso_clinico_atencion_primaria8"	"trabaja en una compañía de teatro"	"2321 2354"	"2655.1"
"caso_clinico_neurologia358"	"bailarín"	"36 44"	"2653.2"
"caso_clinico_psiquiatria201"	"músicos"	"696 703"	"2652.3"
"caso_clinico_psiquiatria201"	"formó parte de una orquesta de cámara"	"1159 1196"	"2652.3"
"caso_clinico_medicina_interna420"	"Músico"	"405 411"	"2652.3"
"caso_clinico_neurologia96"	"músico"	"28 34"	"2652.3"
"caso_clinico_neurologia203"	"Violonchelista"	"36 50"	"2652.3"
"cc_onco491"	"ceramista"	"104 113"	"2651.4"
"caso_clinico_psiquiatria420"	"pintores"	"1084 1092"	"2651.1"
"caso_clinico_medicina_interna834"	"pintor"	"76 82"	"2651.1"
"casos_clinicos_infecciosas142"	"pintor"	"18 24"	"2651.1"
"caso_clinico_dermatologia496"	"pintor"	"18 24"	"2651.1"
"cc_onco1052"	"pintor"	"50 56"	"2651.1"
"cc_onco285"	"pintor de paredes"	"151 168"	"2651.1"
"caso_clinico_psiquiatria526"	"traductor"	"7375 7384"	"2643.6"
"S0211-57352007000200017-1"	"traductora"	"2514 2524"	"2643.6"
"caso_clinico_atencion_primaria173"	"traductora"	"1016 1026"	"2643.6"
"caso_clinico_psiquiatria100"	"cronista"	"3403 3411"	"2642.1"
"caso_clinico_psiquiatria100"	"escritor"	"3580 3588"	"2641.4"
"caso_clinico_psiquiatria100"	"escritor"	"3613 3621"	"2641.4"
"caso_clinico_psiquiatria420"	"escritores"	"1095 1105"	"2641.4"
"caso_clinico_psiquiatria303"	"escritor"	"1438 1446"	"2641.4"
"caso_clinico_psiquiatria223"	"autores"	"4443 4450"	"2641"
"caso_clinico_medicina_interna1704"	"autores"	"2708 2715"	"2641"
"caso_clinico_psiquiatria552"	"sacerdote"	"2306 2315"	"2636"
"caso_clinico_psiquiatria173"	"cura"	"1033 1037"	"2636"
"casos_clinicos_profesiones60"	"párroco"	"687 694"	"2636"
"caso_clinico_endocrinologia191"	"trabajador social"	"467 484"	"2635.3"
"caso_clinico_psiquiatria10"	"trabajador social"	"3546 3563"	"2635.3"
"caso_clinico_psiquiatria50"	"trabajadora social"	"861 879"	"2635.3"
"caso_clinico_psiquiatria391"	"trabajador social"	"3884 3901"	"2635.3"
"caso_clinico_psiquiatria313"	"trabajadora social"	"622 640"	"2635.3"
"caso_clinico_psiquiatria287"	"Trabajadora Social"	"7685 7703"	"2635.3"
"caso_clinico_psiquiatria559"	"trabajadora social"	"3577 3595"	"2635.3"
"caso_clinico_psiquiatria423"	"trabajadora social"	"15797 15815"	"2635.3"
"caso_clinico_psiquiatria481"	"trabajadora social"	"11159 11177"	"2635.3"
"caso_clinico_psiquiatria526"	"trabajadores sociales"	"8071 8092"	"2635.3"
"caso_clinico_psiquiatria484"	"trabajadora social"	"7845 7863"	"2635.3"
"caso_clinico_psiquiatria464"	"gestor de caso"	"7153 7167"	"2635.3"
"caso_clinico_psiquiatria173"	"Asistente Social"	"3872 3888"	"2635.3"
"caso_clinico_psiquiatria314"	"trabajador social"	"810 827"	"2635.3"
"caso_clinico_psiquiatria314"	"trabajador social"	"3889 3906"	"2635.3"
"caso_clinico_psiquiatria392"	"trabajadora social"	"10502 10520"	"2635.3"
"caso_clinico_psiquiatria549"	"trabajadora social"	"2280 2298"	"2635.3"
"casos_clinicos_profesiones99"	"Trabajadora Social"	"160 178"	"2635.3"
"casos_clinicos_profesiones99"	"Trabaja en el Ayuntamiento de Madrid en Servicio de Ayuda"	"4086 4143"	"2635.3"
"casos_clinicos_profesiones43"	"asistente social"	"129 145"	"2635.3"
"casos_clinicos_profesiones43"	"asistente social"	"256 272"	"2635.3"
"casos_clinicos_profesiones43"	"asistente social"	"3060 3076"	"2635.3"
"casos_clinicos_profesiones39"	"asistente social"	"45 61"	"2635.3"
"casos_clinicos_profesiones39"	"asistente social"	"2503 2519"	"2635.3"
"casos_clinicos_profesiones39"	"Se especializó en bienestar social y en talleres para discapacitados"	"2537 2605"	"2635.3"
"caso_clinico_atencion_primaria173"	"trabajadora social"	"269 287"	"2635.3"
"caso_clinico_atencion_primaria111"	"trabajadora social"	"2131 2149"	"2635.3"
"caso_clinico_atencion_primaria141"	"Trabajador social"	"2566 2583"	"2635.3"
"caso_clinico_atencion_primaria159"	"trabajadora social"	"4283 4301"	"2635.3"
"caso_clinico_atencion_primaria159"	"trabajadora social"	"5497 5515"	"2635.3"
"caso_clinico_psiquiatria96"	"psicólogo del colegio"	"124 145"	"2634.2"
"caso_clinico_psiquiatria26"	"psicólogo"	"1298 1307"	"2634.2"
"caso_clinico_psiquiatria10"	"psicólogo"	"3535 3544"	"2634.2"
"caso_clinico_psiquiatria17"	"psicólogo"	"2373 2382"	"2634.2"
"caso_clinico_psiquiatria100"	"psicólogo"	"560 569"	"2634.2"
"caso_clinico_psiquiatria19"	"psicólogo escolar"	"1219 1236"	"2634.2"
"caso_clinico_psiquiatria13"	"psicóloga"	"3097 3106"	"2634.2"
"caso_clinico_psiquiatria43"	"psicólogo"	"754 763"	"2634.2"
"caso_clinico_psiquiatria111"	"psicóloga"	"11315 11324"	"2634.2"
"caso_clinico_psiquiatria115"	"psicólogo"	"476 485"	"2634.2"
"caso_clinico_psiquiatria115"	"psicólogo"	"3240 3249"	"2634.2"
"caso_clinico_psiquiatria211"	"psicólogo"	"1165 1174"	"2634.2"
"caso_clinico_psiquiatria178"	"psicólogo"	"2378 2387"	"2634.2"
"caso_clinico_psiquiatria478"	"psicólogo de su CSM"	"4543 4562"	"2634.2"
